ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C159553,Hemophilia Joint Health Score,C20993,Research or Clinical Assessment Tool,1,HJHS,"A physiotherapist-administered assessment that measures the impact of recurrent bleeding on the elbows, knees, and ankles across 11 symptoms: swelling, duration of swelling, muscle atrophy, axial alignment, crepitus on motion, flexion loss, instability, joint pain, strength, and gait. Each of the 11 symptoms is rated on a Likert-style scale ranging from 1 to 4, with higher numbers indicating greater severity of symptoms. Scores from the individual items are added together to give a joint score, gait score, and a total score, with higher scores indicating greater joint damage."
C121193,Home Living Skills,C20993,Research or Clinical Assessment Tool,1,,"An assessment of the Adaptive Behavior Assessment System where home living skills such as cleaning, property maintenance, food preparation, and chores are evaluated."
C102866,Hopkins Verbal Learning Test Revised,C20993,Research or Clinical Assessment Tool,1,HVLT-R,An assessment tool to ascertain verbal learning and memory skills that is well tolerated by those with moderate to severe dementia.
C180339,IMAGE-HN,C20993,Research or Clinical Assessment Tool,1,Inventory to Measure and Assess imaGe disturbancE-Head and Neck,"A multidomain patient-reported outcome measure for the assessment of head and neck carcinoma-related body image concerns in the clinical and research settings. It consists of a global scale and 4 subscales: personal dissatisfaction with appearance, distress with functional impairments, social avoidance and isolation, and other appearance concerns."
C162916,Immune Effector Encephalopathy - ICE Assessment,C20993,Research or Clinical Assessment Tool,1,ICE Assessment|ICE Tool|Immune Effector Encephalopathy Assessment,"A grading system for Immune Effector Cell Associated Neurotoxicity Syndrome that includes: orientation to year, month, city, hospital; ability to name objects; ability to follow simple commands; ability to write a standard sentence; and ability to count backwards from 100 by 10. Grading ranges from 10: no impairment to 0: patient unarousable and unable to perform ICE assessment."
C175905,Impact of Weight on Quality of Life-Lite,C20993,Research or Clinical Assessment Tool,1,IWQOL-Lite|IWQOL-Lite|Impact of Weight on Quality of Life|Impact of Weight on Quality of Life,"A 31-item, self-report questionnaire that utilizes a five-point rating scale to measure obesity-specific quality of life in adults. The assessment consists of a total score, as well as individual scores for each of five specific domains, including physical function, self-esteem, sexual life, public distress, and work."
C121338,International League of Associations for Rheumatology Classification Criteria for Juvenile Idiopathic Arthritis,C20993,Research or Clinical Assessment Tool,1,ILAR Classification Criteria for JIA|ILAR Classification Criteria for JIA,"A set of criteria used to assign children with chronic arthritis to one of the seven mutually exclusive categories of juvenile idiopathic arthritis (JIA), intended to be used for research purposes."
C155843,International Metastatic Renal Cell Carcinoma Database Consortium Criteria,C20993,Research or Clinical Assessment Tool,1,Heng Criteria|IMDC|IMDC Criteria|IMDC Risk|International Metastatic Renal Cell Carcinoma Database Consortium (IMDC) Criteria,"A validated risk prediction tool for patients with metastatic renal cell carcinoma (mRCC) receiving first-line targeted therapy. The model considers: Karnofsky performance status less than 80%, time from diagnosis to first-line targeted therapy less than 1 year, hemoglobin concentration less than lower limit of normal, neutrophil count greater than upper limit of normal, platelet count greater than upper limit of normal, and serum calcium concentration greater than upper limit of normal."
C161805,International Prognostic Index Risk Group,C20993,Research or Clinical Assessment Tool,1,IPI Risk Group,A risk group based on: age (> 60 years); increased serum LDH; ECOG Performance status > 1; clinical stage III or IV.
C84350,International Prognostic Scoring System (IPSS) for Myelodysplastic Syndromes,C20993,Research or Clinical Assessment Tool,1,IPSS|International Prognostic Scoring System (IPSS) for MDS|International Prognostic Scoring System for MDS|International Prognostic Scoring System for Myelodysplastic Syndromes,"A system for scoring myelodysplastic syndrome progression risk based on the combination of the percentage of blast cells in the bone marrow, presence and severity of specific cytogenetic abnormalities, and number of cytopenias in the peripheral blood."
C178032,International Reading Speed Text Test,C20993,Research or Clinical Assessment Tool,1,INTERNATIONAL READING SPEED TEXT TEST|IReST Test|IReST Test,"A standardized set of ten equivalent paragraphs of text, based on everyday life reading demands with equivalent levels of difficulty, that is used to provide repeat assessments of reading performance for a wide range of subjects. It is available in multiple languages."
C181867,Johns Hopkins Frailty Assessment Calculator,C20993,Research or Clinical Assessment Tool,1,Frailty Assessment Calculator|Johns Hopkins Frailty Assessment Instrument (Physical Frailty Phenotype),"A standardized assessment tool that assesses frailty by measuring five phenotypic criteria: unintentional weight loss, exhaustion, low energy expenditure, low grip strength, and/or slowed walking speed. A single score is automatically generated and interpreted as either frail (score 3-5), pre-frail (score 1 or 2), or non-frail or robust (score 0)."
C181894,Lawton-Brody Instrumental Activities of Daily Living Scale,C20993,Research or Clinical Assessment Tool,1,Lawton IADL,A functional assessment instrument that was developed by Lawton and Brody in 1969 to assess an individual's ability to perform eight complex tasks of daily living that are necessary for living in a community.
C121195,Leisure Skills,C20993,Research or Clinical Assessment Tool,1,,"An assessment of the Adaptive Behavior Assessment System, where leisure skills such as planning recreational activities, playing with others, and following rules of games are evaluated."
C120396,List A Short Delay Free Recall,C20993,Research or Clinical Assessment Tool,1,,"The third part of the California Verbal Learning Test for Children. Following the List B test, the child is asked to recall words from List A, without an additional presentation of the List A words."
C120391,List A Trial 1 Free Recall,C20993,Research or Clinical Assessment Tool,1,,The first free recall task from List A of the California Verbal Learning Test for Children.
C120392,List A Trial 5 Free Recall,C20993,Research or Clinical Assessment Tool,1,,The final free recall task from List A of the California Verbal Learning Test for Children.
C120390,List A Trials 1-5,C20993,Research or Clinical Assessment Tool,1,List A Trials 1-5 (Total Trials),"The first part of the California Verbal Learning Test for Children. For the first five trials, a 15-item list, List A, is read to the child and he or she is asked to recall words from the list after each presentation."
C120395,List B Free Recall (CVLT-C),C20993,Research or Clinical Assessment Tool,1,,"The second part of the California Verbal Learning Test for Children. A second list, List B, is presented, and the child is asked to recall as many words from this list as he or she can."
C120547,List B Free Recall (CVLT-II),C20993,Research or Clinical Assessment Tool,1,,"Part of the second section of the California Verbal Learning Test - Second Edition. A second list, List B, is presented, and the subject is asked to recall as many words from this list as he or she can."
C120342,Logical Memory I Subtest (WMS-IV),C20993,Research or Clinical Assessment Tool,1,Logical Memory I|WMS-IV Logical Memory I,"A subtest of the Wechsler Memory Scale, 4th Edition that assesses narrative memory under a free recall condition. A short story is presented orally. Immediately after presentation of the story the subject is asked to recall the story from memory."
